BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Lynge2005","Lynge, Elsebeth; Afonso, Noemia; Kaerlev, Linda; Olsen, J{\o}rn; Sabroe, Svend; Ahrens, Wolfgang; Eriksson, Mikael; Gu{\'{e}}nel, Pascal; Merletti, Franco; Stengrevics, Aivars; Suarez-Varela, Maria; Costa-Pererra, Altamiro; Vyberg, Mogens","European multi-centre case\textendashcontrol study on risk factors for rare cancers of unknown aetiology","European Journal of Cancer",41,4,"mar","601--612",2005,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Marty2008","Marty, M.; Rheims, N.","Cancers rares : des entit\'es diff\'erentes, des probl\'ematiques communes","Oncologie",10,6,"jun","360--362",2008,"","","","","","","","","Computers, Materials and Continua (Tech Science Press)","","","","","","","","","","",""
7,"","Grant2010","Grant, W. B.","Re: "Overview of the Cohort Consortium Vitamin D Pooling Project of Rarer Cancers"","American Journal of Epidemiology",172,10,"sep","1210--1211",2010,"","","","","","","","","Oxford University Press ({OUP})","","","","","","","","","","",""
7,"","Gaddipati2012","Gaddipati, Himabindu; Liu, Ke; Pariser, Anne; Pazdur, Richard","Rare Cancer Trial Design: Lessons from FDA Approvals","Clinical Cancer Research",18,19,"sep","5172--5178",2012,"","","","","","","","","American Association for Cancer Research ({AACR})","","","","","","","","","","",""
7,"","Zlatareva201513","Zlatareva, Al.; Petrova, G.","National health insurance fund cost analysis for rare cancer diseases and orphan drugs","General Medicine",17,1,"","13 – 18",2015,"","Cited by: 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929159214&partnerID=40&md5=a53f2886ae5939d5c587f17fd90dae18","","","","","","","","","","","","","","","","",""
7,"","Guenel2004","Gu{\'{e}}nel, Pascal; Cyr, Diane; Sabroe, Svend; Lynge, Elsebeth; Merletti, Franco; Ahrens, Wolfgang; Baumgardt-Elms, Cornelia; M{\'{e}}n{\'{e}}goz, Fran{\c{c}}ois; Olsson, H{\aa}kan; Paulsen, Stein; Simonato, Lorenzo; Wingren, Gun","Alcohol Drinking May Increase Risk of Breast Cancer in Men: A European Population-Based Case\textendashControl Study","Cancer Causes {\&}amp$\mathsemicolon$ Control",15,6,"aug","571--580",2004,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","mariaoccu2004","Suárez-Varela, Maria M. Morales; Olsen, Jorn; Johansen, Preben; Kaerlev, Linda; Guénel, Pascal; Arveux, Patrick; Wingren, Gun; Hardell, Lennart; Ahrens, Wolfgang; Stang, Andreas; Llopis, Agustin; Merletti, Franco; Aurrekoetxea, Juan Jose; Masala, Giovanna","Occupational Risk Factors for Mycosis Fungoides: A European Multicenter Case-Control Study","Journal of Occupational and Environmental Medicine",46,3,"","205--211",2004,"","","http://www.jstor.org/stable/44996559","","","","","","Lippincott Williams & Wilkins","","","","","","","Mycosis fungoides (MF) is a rare disease with an unknown etiology. Its distribution suggests that occupational exposures may play a role. In the present study, we searched for occupational factors associated with MF. A European multicenter case-control study on seven rare cancers, including MF, was conducted from 1995 to 1997. Patients between 35 and 69 years of age diagnosed with MF (n = 134) were identified and their diagnoses were checked by a reference pathologist who classified 83 cases as definitive, 35 cases as possible, and 16 cases as not histologically verified Of the 118 histologically verified cases, 104 were interviewed, of which 76 were definitive cases. As controls, we selected population controls and colon cancer controls to serve all seven case groups. Altogether, 833 colon cancer controls and 2071 population controls were interviewed. The response rate was 91.5% for cases (76 of the 83 definitive cases), and 66.6% for controls. A high risk of MF for men was observed in the industries of other non-metallic mineral products (Odds Ratio [OR] 5.3, 95% confidence interval [CI] = 1.7-16.2) and of wholesale trade (OR 3.6, 95% CI = 1.3-10.5). A high risk was found for female employees in the sector of pulp paper manufacture (OR 14.4, 95% CI = 2.2-95.1). The male occupations with the highest risks were glass formers, potters, and ceramics workers (OR 17.9, 95% CI = 5.4-59.4) and technical salesmen (OR 8.6, 95% CI = 2.4-30.8). For women, the occupations associated with the highest risks were government executives (OR 4.8, 95% CI = 1.0-22.6) and railway and road vehicles loaders (OR 3.9, 95% CI = 1.0-14.0). The results suggest that some occupational factors are associated with MF. Working as glass formers, pottery, and ceramics workers carried the highest risk, and these findings deserve further attention and replication. Females working in the paper and pulp industries may also be exposed to carcinogens of relevance to MF.","","","",""
7,"","Kaerlev2002","Kaerlev, Linda; Teglbjaerg, Peter Stubbe; Sabroe, Svend; Kolstad, Henrik A.; Ahrens, Wolfgang; Eriksson, Mikael; Gu??nel, Pascal; Hardell, Lennart; Cyr, Diane; Ballard, Terri; Zambon, Paola; Su??rez-Varela, Mar??a M. Morales; Stang, Andreas; Olsen, Jorn","Occupational Risk Factors for Small Bowel Carcinoid Tumor: A European Population-Based Case-Control Study","Journal of Occupational and Environmental Medicine",44,6,"jun","516--522",2002,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","",""
7,"","L.Kaerlev2001","L. Kaerlev P. Stubbe Teglbjaerg, S.","Medical Risk Factors for Small-Bowel Adenocarcinoma with Focus on Crohn Disease: A European Population-based Case-Control Study","Scandinavian Journal of Gastroenterology",36,6,"jan","641--646",2001,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Chabner1992","Chabner, Bruce A.; Friedman, Michael A.","Progress against Rare and Not-So-Rare Cancers","New England Journal of Medicine",326,8,"feb","563--565",1992,"","","","","","","","","Massachusetts Medical Society","","","","","","","","","","",""
10,"","rare_agenda2030","Pozzi, Mariya","Rare cancer agenda 2030","Rare Cancers Europe",,,"Mar","",2022,"","","https://www.rarecancerseurope.org/rare-cancers-in-europe/rare-cancer-agenda-2030","","","","","","European Society for Medical Oncology (ESMO)","","","","","","","","","","",""
7,"","derzwan","der Zwan, Jan Maarten","Survailliance of rare cancer","",,,"","",2021,"","","https://iknl.nl/getmedia/7dd6f5b1-ae16-4143-9105-38a1f25f0965/proefschrift-jan-maarten-van-der-zwan-surveillance-of-rare-cancers.pdf","","","","","","","","","","","","","","","","",""
7,"","Richter2015","Richter, Trevor; Nestler-Parr, Sandra; Babela, Robert; Khan, Zeba M.; Tesoro, Theresa; Molsen, Elizabeth; Hughes, Dyfrig A.","Rare Disease Terminology and Definitions\textemdashA Systematic Global Review: Report of the ISPOR Rare Disease Special Interest Group","Value in Health",18,6,"sep","906--914",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Bray201948","Bray, F.; Soerjomataram, I.","Overview of geographical diversity","The Cancer Atlas",,,"","48 – 49",2019,"","Cited by: 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100249804&partnerID=40&md5=0443aae6676afb68d23b026fdc1347fe","","","","","","","","","","","","","","","","",""
10,"","nihHomeGenetic","","Genetic and Rare Diseases Information Center","",,,"","",,"","(Accessed on 08/25/2022)","\url{https://rarediseases.info.nih.gov/about}","","","","","","","","","","","","","","","","",""
7,"","naing2020phase","Naing, Aung; Meric-Bernstam, Funda; Stephen, Bettzy; Karp, Daniel D.; Hajjar, Joud; Ahnert, Jordi Rodon; Piha-Paul, Sarina A.; Colen, Rivka R.; Jimenez, Camilo; Raghav, Kanwal P.; others","Phase 2 study of pembrolizumab in patients with advanced rare cancers","Journal for immunotherapy of cancer",8,1,"","",2020,"","","","","","","","","BMJ Publishing Group","","","","","","","","","","",""
7,"","tawbi2017pembrolizumab","Tawbi, Hussein A.; Burgess, Melissa; Bolejack, Vanessa; Van Tine, Brian A.; Schuetze, Scott M.; Hu, James; D'Angelo, Sandra; Attia, Steven; Riedel, Richard F.; Priebat, Dennis A.; others","Pembrolizumab in advanced soft-tissue sarcoma and bone sarcoma (SARC028): a multicentre, two-cohort, single-arm, open-label, phase 2 trial","The Lancet Oncology",18,11,"","1493--1501",2017,"","","","","","","","","Elsevier","","","","","","","","","","",""
